id,exitStep,exitStepLastChangedAt,participantID,participantIDLastChangedAt,treatmentName,treatmentNameLastChangedAt,ended,endedLastChangedAt,participantIdentifier,participantIdentifierLastChangedAt,gameID,gameIDLastChangedAt,intro,introLastChangedAt,treatment,treatmentLastChangedAt,emojiArray,emojiArrayLastChangedAt,introDone,introDoneLastChangedAt,exitSurvey,exitSurveyLastChangedAt,urlParams,urlParamsLastChangedAt,name,nameLastChangedAt,recipient,recipientLastChangedAt
01HNDC2QT04R8SVHRD9K7K1RZT,1,2024-01-30T14:36:39.596286233Z,01HNDC2Q15S2CBD20G7QVCHFGJ,2024-01-30T14:23:58.784633618Z,experiment2-interactive,2024-01-30T14:23:58.793442595Z,game ended,2024-01-30T14:35:49.474542856Z,5ea061b3e5a982017ad3085c,2024-01-30T14:23:58.784633618Z,01HNDC2BHM393KXWD5YX385MNA,2024-01-30T14:27:37.092905208Z,4,2024-01-30T14:27:48.68505625Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-01-30T14:23:58.793442595Z,"[""🐿️"",""🐇"","""",""🐇"",""                     "","""",""🐇"",""🐿️"",""🐿️""]",2024-01-30T14:27:53.820978925Z,true,2024-01-30T14:27:53.467887985Z,"{""age"":""61"",""gender"":""Male"",""strength"":""not sure"",""fair"":""Yes"",""feedback"":""none"",""education"":""high-school"",""teammates"":""Yes"",""notes"":""yes"",""politics"":""conservative"",""geo"":""UK"",""ethnicity"":""White""}",2024-01-30T14:36:39.567851328Z,{},2024-01-30T14:23:59.168621648Z,player 2,2024-01-30T14:27:53.820978925Z,01HNDC46455P8KMWFYTTK3GN30,2024-01-30T14:35:08.97846288Z
01HNDC2R85HFQNQHZFCY3JF54Y,1,2024-01-30T14:37:26.91405551Z,01HNDC2QGTBYD5DAJS4M53EGQF,2024-01-30T14:23:59.237489819Z,experiment2-slider,2024-01-30T14:23:59.245974748Z,game ended,2024-01-30T14:32:21.946481841Z,652827b1652e0efe11bf7eb6,2024-01-30T14:23:59.237489819Z,01HNDC2BD2CYYGE2P21S9MVE68,2024-01-30T14:27:55.757826353Z,3,2024-01-30T14:28:20.258463587Z,"{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-01-30T14:23:59.245974748Z,"[""🐿️"","""",""🐿️"",""🐿️"","""",""       ""]",2024-01-30T14:28:58.168957469Z,true,2024-01-30T14:28:57.910191801Z,"{""age"":""41"",""gender"":""F"",""strength"":""every time i received squirels that made me to feel its AI "",""fair"":""yes"",""feedback"":""nothing"",""education"":""bachelor"",""teammates"":""not really"",""notes"":""i didnt"",""politics"":""Conservative"",""geo"":""United Kingdom"",""ethnicity"":""Turks""}",2024-01-30T14:37:26.840790245Z,{},2024-01-30T14:23:59.616157946Z,player 1,2024-01-30T14:28:58.168957469Z,01HNDC2ZX688VV33X0YAXKVE60,2024-01-30T14:32:05.594654363Z
01HNDC2RECB5TXN1MNC9WWGEYT,1,2024-01-30T14:35:22.612076439Z,01HNDC2QRSWG07V9Q6PM9GX53Y,2024-01-30T14:23:59.436682507Z,experiment2-interactive,2024-01-30T14:23:59.44374185Z,game ended,2024-01-30T14:33:44.395097417Z,5b35824a975e260001e9b7a6,2024-01-30T14:23:59.436682507Z,01HNDC2B34SM3WBHSNQC5WFKD8,2024-01-30T14:26:38.66698045Z,4,2024-01-30T14:26:51.203938648Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-01-30T14:23:59.44374185Z,"[""🐿️"","""",""🐿️"",""🐿️"",""🐇"","""",""🐇"",""                     "",""🐇"",""🐿️""]",2024-01-30T14:26:55.319180745Z,true,2024-01-30T14:26:54.079843803Z,"{""age"":""39"",""gender"":""male"",""strength"":""Paying attention to details"",""fair"":""Yes"",""feedback"":""n/a"",""education"":""other"",""teammates"":""Yes and regarding the truthful nature of their replies I am unsure."",""notes"":""Yes but it didn't influence my decisions."",""politics"":""left-centre"",""geo"":""British"",""ethnicity"":""asian""}",2024-01-30T14:35:22.582139624Z,{},2024-01-30T14:23:59.778932324Z,player 1,2024-01-30T14:26:55.319180745Z,01HNDC2W98ZXSTZ1FY1Y2QA804,2024-01-30T14:33:05.044924792Z
01HNDC2RN0CR9HQHXP5QMBNE5Z,1,2024-01-30T14:29:31.848502429Z,01HNDC2R1RT9GCKZQHD3B291FQ,2024-01-30T14:23:59.648926935Z,experiment2-slider,2024-01-30T14:23:59.658127573Z,game ended,2024-01-30T14:29:02.199439688Z,59f82eb0680a95000122b0cd,2024-01-30T14:23:59.648926935Z,01HNDC2AYEQY9DGCMRSKBS5ZD5,2024-01-30T14:25:56.064425874Z,3,2024-01-30T14:25:55.154999685Z,"{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-01-30T14:23:59.658127573Z,"["""",""🐿️"",""🐿️"",""              "","""",""🐿️"",""🐿️"",""🐿️""]",2024-01-30T14:26:38.255967313Z,true,2024-01-30T14:26:00.505534989Z,"{""age"":""47"",""gender"":""Male"",""strength"":""Medium"",""fair"":""Yes"",""feedback"":""Nil"",""education"":""high-school"",""teammates"":""Yes"",""notes"":""No"",""politics"":""Moderately conservative"",""geo"":""English"",""ethnicity"":""White""}",2024-01-30T14:29:31.819951984Z,{},2024-01-30T14:23:59.964508265Z,player 2,2024-01-30T14:26:38.255967313Z,01HNDC3171AJM2PQR5WBSVZGMK,2024-01-30T14:28:53.182229004Z
01HNDC2S4VNCXEA5TW6PJ9CKTW,,,01HNDC2RFCRPNTYDPSR13F1YGV,2024-01-30T14:24:00.155188078Z,experiment2-slider,2024-01-30T14:24:00.163827089Z,,,5ab80649e1546900019b6ca1,2024-01-30T14:24:00.155188078Z,01HNDCKXWSG6JPC51MDWTAD0BN,2024-01-30T14:41:26.573522722Z,1,2024-01-30T14:24:07.107342905Z,"{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-01-30T14:24:00.163827089Z,,,,,,,{},2024-01-30T14:24:00.616004814Z,,,,
01HNDC2T1DW3BSHDKF0KNXWSPK,1,2024-01-30T14:31:19.394989412Z,01HNDC2SEKHWJH2VJZV247FBRB,2024-01-30T14:24:01.069856645Z,experiment2-slider,2024-01-30T14:24:01.07971352Z,game ended,2024-01-30T14:29:08.616838866Z,6043d354aefb70408f6aeb94,2024-01-30T14:24:01.069856645Z,01HNDC2ARHW1Y947E290943YY2,2024-01-30T14:25:39.75503567Z,3,2024-01-30T14:25:31.537694241Z,"{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-01-30T14:24:01.07971352Z,"[""🐿️"",""🐿️"",""              "",""🐿️"",""🐿️"","""","""",""🐿️""]",2024-01-30T14:25:56.190882267Z,true,2024-01-30T14:25:44.905832229Z,"{""age"":""31"",""gender"":""Non-binary"",""strength"":""I think I was a pretty strong player overall. I think I found a good balance between describing what I saw - giving my neighbours information - and moving towards their answers to get towards a consensus. "",""fair"":""Yes! "",""feedback"":""Surprisingly fun! No problems encountered. "",""education"":""high-school"",""teammates"":""Everyone except yellow was! That one was determined the answer was 75% rabbits and didn't at all change their answer based on information. "",""notes"":""I didn't write anything down but I did change my opinion based on the information I got from my neighbours. "",""politics"":""Left"",""geo"":""United Kingdom"",""ethnicity"":""White""}",2024-01-30T14:31:19.411402813Z,{},2024-01-30T14:24:01.366015769Z,player 2,2024-01-30T14:25:56.190882267Z,01HNDC2TN6SV4FH6JBP3BQHT0Y,2024-01-30T14:28:57.272458616Z
01HNDC2T6NS2A5F09RNW3GEF2V,1,2024-01-30T14:36:35.758868298Z,01HNDC2SJM9327X6X7F1CN862S,2024-01-30T14:24:01.238007982Z,experiment2-interactive,2024-01-30T14:24:01.247432145Z,game ended,2024-01-30T14:35:25.889378563Z,62a33c442c64c9d129b53f32,2024-01-30T14:24:01.238007982Z,01HNDC2BQ00H9XZGC03T039MMS,2024-01-30T14:27:53.625427151Z,4,2024-01-30T14:27:47.953730154Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-01-30T14:24:01.247432145Z,"["""",""🐿️"",""🐇"","""",""🐿️"",""              "",""🐿️""]",2024-01-30T14:28:03.420535616Z,true,2024-01-30T14:27:57.537529224Z,"{""age"":""67"",""gender"":""Male"",""strength"":""Good"",""fair"":""Yes"",""feedback"":""None"",""education"":""bachelor"",""teammates"":""Yes"",""notes"":""Yes"",""politics"":""Left of centre"",""geo"":""British / UK"",""ethnicity"":""White Caucasian""}",2024-01-30T14:36:35.730078994Z,{},2024-01-30T14:24:01.529387601Z,player 1,2024-01-30T14:28:03.420535616Z,01HNDC426S45EHRYBXWQF9H8BR,2024-01-30T14:34:36.038667645Z
01HNDC2TN6SV4FH6JBP3BQHT0Y,1,2024-01-30T14:30:30.443175216Z,01HNDC2T1G1PT74JAQEBADARJ1,2024-01-30T14:24:01.7029105Z,experiment2-slider,2024-01-30T14:24:01.711775818Z,game ended,2024-01-30T14:29:08.616838866Z,5f4d86e855e3b9a583eee8e0,2024-01-30T14:24:01.7029105Z,01HNDC2ARHW1Y947E290943YY2,2024-01-30T14:25:39.75503567Z,3,2024-01-30T14:25:41.669541163Z,"{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-01-30T14:24:01.711775818Z,"[""🐿️"",""🐇"",""🐿️"",""🐿️"","""","""",""🐿️"",""                            "",""🐇"",""🐇"",""🐿️""]",2024-01-30T14:25:56.190882267Z,true,2024-01-30T14:25:45.023885058Z,"{""age"":""29"",""gender"":""Male"",""strength"":""I was strong but I don't think anyone will listen to my messages as they were opposite to what I was recieving"",""fair"":""Yes"",""feedback"":""NA"",""education"":""high-school"",""teammates"":""I have no idea"",""notes"":""I did but no messages matched what I was seeing at all"",""politics"":""Left"",""geo"":""British"",""ethnicity"":""White""}",2024-01-30T14:30:30.384534368Z,{},2024-01-30T14:24:02.190514574Z,player 3,2024-01-30T14:25:56.190882267Z,01HNDC2ZDVQ42CDAZ2XZ7ZMPWK,2024-01-30T14:28:57.272458616Z
01HNDC2VS3510EM6Z23Q3MZ2B0,1,2024-01-30T14:33:59.011538005Z,01HNDC2V5W08KQ3K3905KW5YWV,2024-01-30T14:24:02.85117909Z,experiment2-slider,2024-01-30T14:24:02.859392264Z,game ended,2024-01-30T14:31:58.273663113Z,5bd9580fbeca730001cf339b,2024-01-30T14:24:02.85117909Z,01HNDC2B8FKGDT3V32Q8939JTY,2024-01-30T14:27:01.651363978Z,3,2024-01-30T14:26:49.500031766Z,"{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-01-30T14:24:02.859392264Z,"[""🐿️"",""🐿️"",""       "","""",""""]",2024-01-30T14:27:55.899023903Z,true,2024-01-30T14:27:06.353118733Z,"{""age"":""26"",""gender"":""Male"",""strength"":""Average."",""fair"":""Yes"",""feedback"":""Eveything went fine."",""education"":""high-school"",""teammates"":""Some of them were but some didn't send a message."",""notes"":""Yes"",""politics"":""Middle"",""geo"":""United Kingdom"",""ethnicity"":""White""}",2024-01-30T14:33:58.98636636Z,{},2024-01-30T14:24:03.168248579Z,player 2,2024-01-30T14:27:55.899023903Z,01HNDC2YCSEECMSYZVDAG2X9MA,2024-01-30T14:31:39.852032284Z
01HNDC2W49FHKX2FGA55N535Z3,1,2024-01-30T14:37:42.841690904Z,01HNDC2VGN0FZPXN8RQH9BJN9V,2024-01-30T14:24:03.209153415Z,experiment2-interactive,2024-01-30T14:24:03.217601226Z,game ended,2024-01-30T14:36:35.053354179Z,56a34e19dbe850000cfd4cf0,2024-01-30T14:24:03.209153415Z,01HNDC2SCXASWZV5MN736AMWE2,2024-01-30T14:28:03.199494629Z,4,2024-01-30T14:27:47.929569495Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-01-30T14:24:03.217601226Z,"[""🐇"",""🐇"","""",""🐇"",""🐇"",""                            "",""🐿️"",""🐿️"",""🐿️"","""",""🐿️""]",2024-01-30T14:28:13.964236484Z,true,2024-01-30T14:28:10.132528812Z,"{""age"":""71"",""gender"":""female"",""strength"":""Average"",""fair"":""not sure"",""feedback"":"""",""education"":""high-school"",""teammates"":""I think so"",""notes"":""I read them carefully"",""politics"":"""",""geo"":""United Kingdom"",""ethnicity"":""white""}",2024-01-30T14:37:42.74347196Z,{},2024-01-30T14:24:03.544156222Z,player 1,2024-01-30T14:28:13.964236484Z,01HNDC52GPDXSRZQQKT8V134QP,2024-01-30T14:35:54.577150048Z
01HNDC2W98ZXSTZ1FY1Y2QA804,1,2024-01-30T14:34:44.497188068Z,01HNDC2VFC4NCCT7DCER91HCC8,2024-01-30T14:24:03.368971307Z,experiment2-interactive,2024-01-30T14:24:03.379302621Z,game ended,2024-01-30T14:33:44.395097417Z,5f1b26ec3edc812e37fe044f,2024-01-30T14:24:03.368971307Z,01HNDC2B34SM3WBHSNQC5WFKD8,2024-01-30T14:26:38.66698045Z,4,2024-01-30T14:26:41.482586531Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-01-30T14:24:03.379302621Z,"[""🐿️"",""🐿️"",""🐿️"",""🐇"","""","""",""🐿️"",""                            "",""🐿️"",""🐇"",""🐿️""]",2024-01-30T14:26:55.319180745Z,true,2024-01-30T14:26:49.493201042Z,"{""age"":""43"",""gender"":""Female"",""strength"":""Working out the percentages"",""fair"":""Yes it seemed to be."",""feedback"":""No problems"",""education"":""bachelor"",""teammates"":""Yes I think so"",""notes"":""No"",""politics"":""Liberal"",""geo"":""United Kingdom"",""ethnicity"":""White British""}",2024-01-30T14:34:44.467836271Z,{},2024-01-30T14:24:03.710470722Z,player 2,2024-01-30T14:26:55.319180745Z,01HNDC3J0W2AMK8Y8KPGS3A7GA,2024-01-30T14:33:05.044924792Z
01HNDC2WDFPJCZWS8K5W3V3MDB,1,2024-01-30T14:36:10.2857848Z,01HNDC2VT01YEBZSBP5035ES3W,2024-01-30T14:24:03.503710786Z,experiment2-interactive,2024-01-30T14:24:03.512592605Z,game ended,2024-01-30T14:35:10.646144891Z,55f6be3a32af74000b17021c@email.prolific.com,2024-01-30T14:24:03.503710786Z,01HNDC2B8DN3C5F3W5HR7P7DG3,2024-01-30T14:26:55.075348639Z,4,2024-01-30T14:26:54.735646449Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-01-30T14:24:03.512592605Z,"[""🐿️"",""🐇"",""🐿️"","""",""🐇"",""🐿️"",""              "",""""]",2024-01-30T14:27:13.037921437Z,true,2024-01-30T14:26:57.522472104Z,"{""age"":""46"",""gender"":""female"",""strength"":""pretty good"",""fair"":""yes"",""feedback"":"""",""education"":""other"",""teammates"":""yes"",""notes"":""no"",""politics"":""centre right"",""geo"":""english"",""ethnicity"":""white""}",2024-01-30T14:36:10.318786487Z,{},2024-01-30T14:24:03.822917322Z,player 1,2024-01-30T14:27:13.037921437Z,01HNDC46Y44CB4JPZ3418PN39K,2024-01-30T14:34:20.131201395Z
01HNDC2WPD9GKYGPA90C6RHKAM,1,2024-01-30T14:40:12.484538188Z,01HNDC2W8TF6DRBV5KQ31KFPMT,2024-01-30T14:24:03.789059014Z,experiment2-interactive,2024-01-30T14:24:03.79911822Z,game ended,2024-01-30T14:38:27.244045047Z,6582f5a8793dfaa0a5701acb,2024-01-30T14:24:03.789059014Z,01HNDC8WNN4N7QKYAJP6CFRVS3,2024-01-30T14:29:49.06606175Z,4,2024-01-30T14:29:31.072956872Z,"{""condition"":""interactive"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-01-30T14:24:03.79911822Z,"[""🐿️"",""🐿️"",""🐿️"",""🐿️"","""",""              "",""""]",2024-01-30T14:30:37.989092146Z,true,2024-01-30T14:30:06.104423506Z,"{""age"":""35"",""gender"":""female"",""strength"":""Not so good at converting fractions to find the right %"",""fair"":""Yes"",""feedback"":"""",""education"":""bachelor"",""teammates"":""I believe they do since there is a bonus if we get the right/same answer in the end."",""notes"":""yes"",""politics"":""left"",""geo"":""canada"",""ethnicity"":""caucasian""}",2024-01-30T14:40:12.384924334Z,{},2024-01-30T14:24:03.910528235Z,player 1,2024-01-30T14:30:37.989092146Z,01HNDC3TG93HXXWHMT7CNJ7SW5,2024-01-30T14:37:44.55043098Z
01HNDC2X3JYCA4EFEP7XEQ10YW,,,01HNDC2W7F7MCEZWGSAWCRR675,2024-01-30T14:24:04.210657743Z,experiment2-slider,2024-01-30T14:24:04.221821596Z,,,5acb4bac9534ba0001c780aa,2024-01-30T14:24:04.210657743Z,01HNDCKXWSG6JPC51MDWTAD0BN,2024-01-30T14:41:26.573522722Z,2,2024-01-30T14:24:26.834684468Z,"{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-01-30T14:24:04.221821596Z,,,,,,,{},2024-01-30T14:24:04.56474052Z,,,,
01HNDC2XVA6159MYXXV4NJ8CYP,1,2024-01-30T14:30:13.367018182Z,01HNDC2X7XKR39DRWSYJJFBSV4,2024-01-30T14:24:04.970730937Z,experiment2-slider,2024-01-30T14:24:04.985209438Z,game ended,2024-01-30T14:29:33.270758722Z,5f0daa621b71130009e9b969,2024-01-30T14:24:04.970730937Z,01HNDC2AJZ3MCJA1MPDB6Y1F62,2024-01-30T14:24:54.251348896Z,3,2024-01-30T14:24:57.91616403Z,"{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-01-30T14:24:04.985209438Z,"["""","""",""""]",2024-01-30T14:25:39.866012616Z,true,2024-01-30T14:25:01.95008892Z,"{""age"":""51"",""gender"":""female"",""strength"":""Ok"",""fair"":""Ok"",""feedback"":"""",""education"":"""",""teammates"":""Unsure"",""notes"":""Yes"",""politics"":""n/a"",""geo"":""united kingdom"",""ethnicity"":""white""}",2024-01-30T14:30:13.327886699Z,{},2024-01-30T14:24:05.476507143Z,player 4,2024-01-30T14:25:39.866012616Z,01HNDC2GMYDJ85AZ6HCTM0KCE7,2024-01-30T14:29:02.852046832Z
01HNDC2YCSEECMSYZVDAG2X9MA,1,2024-01-30T14:36:35.90864328Z,01HNDC2XFVW8AE1RDASTJ7A80C,2024-01-30T14:24:05.529797215Z,experiment2-slider,2024-01-30T14:24:05.537170223Z,game ended,2024-01-30T14:31:58.273663113Z,651ab5a02f56abaac122a44d,2024-01-30T14:24:05.529797215Z,01HNDC2B8FKGDT3V32Q8939JTY,2024-01-30T14:27:01.651363978Z,3,2024-01-30T14:27:40.349826878Z,"{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-01-30T14:24:05.537170223Z,"["""","""",""🐇"",""""]",2024-01-30T14:27:55.899023903Z,true,2024-01-30T14:27:55.707134944Z,"{""age"":""54"",""gender"":""M"",""strength"":""I'm not sure I can identify a strength, I tried to work out an average as we went along"",""fair"":""TBH I can't recall what the pay for the study was, I remember a mention of a bonus but I cant recall the initial rate quoted"",""feedback"":""When you presented the quiz to ensure I had understood the task, I was taken initially to the bottom of the page so I didnt see the first three questions, only the last two. I had to scroll up to see the first three, not really a problem but I almost returned the study because it told me some of my answers were incorrect - the first 3 questions which I hadn't seen."",""education"":""other"",""teammates"":""I assumed the other players were telling the truth, I don't know if there would have been an real motive not to"",""notes"":""I tried to see whether the players were gravitating towards a consensus, but I'm not sure if I did a good job"",""politics"":""Left"",""geo"":""UK"",""ethnicity"":""White""}",2024-01-30T14:36:35.879250216Z,{},2024-01-30T14:24:05.929158847Z,player 3,2024-01-30T14:27:55.899023903Z,01HNDC32J33J2XEPW18WFS46NY,2024-01-30T14:31:39.852032284Z
01HNDC2ZCDE0JYX5ZJSJRDM3GJ,1,2024-01-30T14:38:21.569387943Z,01HNDC2YRH0KFJMHGATC46JJY4,2024-01-30T14:24:06.541968932Z,experiment2-slider,2024-01-30T14:24:06.551494531Z,game ended,2024-01-30T14:34:29.088703807Z,5e13b11c7bb6c5079d7e843c,2024-01-30T14:24:06.541968932Z,01HNDC2BHKP224T7BNRPVGQB6Q,2024-01-30T14:28:57.968253909Z,3,2024-01-30T14:28:52.228507182Z,"{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-01-30T14:24:06.551494531Z,"["""","""",""""]",2024-01-30T14:31:00.780159825Z,true,2024-01-30T14:28:59.940443118Z,"{""age"":""38"",""gender"":""male"",""strength"":""The rest of team were giving consistent numers to achieve accurate numbers. "",""fair"":""yes"",""feedback"":"""",""education"":""high-school"",""teammates"":""yes, there was consistent numbers comming back. "",""notes"":""yes"",""politics"":""Neutral"",""geo"":""British"",""ethnicity"":""white""}",2024-01-30T14:38:21.542018784Z,{},2024-01-30T14:24:06.864175662Z,player 1,2024-01-30T14:31:00.780159825Z,01HNDC3JE91CAPKNSP22YD8VDV,2024-01-30T14:34:11.575246502Z
01HNDC2ZDVQ42CDAZ2XZ7ZMPWK,1,2024-01-30T14:34:24.294829386Z,01HNDC2YV27R7K4388R5AK7E82,2024-01-30T14:24:06.587891086Z,experiment2-slider,2024-01-30T14:24:06.595659445Z,game ended,2024-01-30T14:29:08.616838866Z,5e5447f706b4524517339e98,2024-01-30T14:24:06.587891086Z,01HNDC2ARHW1Y947E290943YY2,2024-01-30T14:25:39.800454008Z,3,2024-01-30T14:25:07.46199711Z,"{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-01-30T14:24:06.595659445Z,"[""🐿️"",""🐿️"","""",""🐇"",""🐿️"",""                     "",""🐿️"",""🐿️"","""",""🐿️""]",2024-01-30T14:25:56.190882267Z,true,2024-01-30T14:25:47.162146392Z,"{""age"":""27"",""gender"":""Female"",""strength"":""Good"",""fair"":""Yes"",""feedback"":""I didn't find any problems"",""education"":""bachelor"",""teammates"":""I'm not sure as I don't see through their windows, but in general yes"",""notes"":""Yes"",""politics"":"""",""geo"":"""",""ethnicity"":""White""}",2024-01-30T14:34:24.237038122Z,{},2024-01-30T14:24:06.891041186Z,player 4,2024-01-30T14:25:56.190882267Z,01HNDC2EZ7BJQK05YQG6M48YGR,2024-01-30T14:28:57.272458616Z
01HNDC2ZX688VV33X0YAXKVE60,1,2024-01-30T14:34:33.41741986Z,01HNDC2Z9XG4CH4QYXYRRP0DCT,2024-01-30T14:24:07.078799447Z,experiment2-slider,2024-01-30T14:24:07.087842963Z,game ended,2024-01-30T14:32:21.946481841Z,64cbf7782ef2822aad3f9d1d,2024-01-30T14:24:07.078799447Z,01HNDC2BD2CYYGE2P21S9MVE68,2024-01-30T14:27:55.757826353Z,3,2024-01-30T14:28:38.427947856Z,"{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-01-30T14:24:07.087842963Z,"["""","""",""""]",2024-01-30T14:28:58.168957469Z,true,2024-01-30T14:28:52.651388778Z,"{""age"":""50"",""gender"":""female"",""strength"":""not sure i tried "",""fair"":""yes"",""feedback"":""no problems"",""education"":""high-school"",""teammates"":""not sure"",""notes"":""no"",""politics"":""left"",""geo"":""british"",""ethnicity"":""white british""}",2024-01-30T14:34:33.378674791Z,{},2024-01-30T14:24:07.398592497Z,player 2,2024-01-30T14:28:58.168957469Z,01HNDC7TTMB3KVZPJWX1P1KNE4,2024-01-30T14:32:05.594654363Z
01HNDC30EDNEK5D4SPK46XX8X8,1,2024-01-30T14:28:20.433422588Z,01HNDC305F607QTFXN9PQNYX3K,2024-01-30T14:24:07.629549068Z,experiment2-slider,2024-01-30T14:24:07.637919748Z,game ended,2024-01-30T14:27:36.478306097Z,5d36a5e3196afb001a4b8753,2024-01-30T14:24:07.629549068Z,01HNDC24YW8330C3H47G3JKDYP,2024-01-30T14:24:07.637919748Z,3,2024-01-30T14:24:25.965593408Z,"{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-01-30T14:24:07.637919748Z,"[""🐇"",""🐿️"","""",""              "",""🐿️"","""",""🐿️""]",2024-01-30T14:24:32.648829257Z,true,2024-01-30T14:24:27.354114873Z,"{""age"":""24"",""gender"":""female"",""strength"":"""",""fair"":""yes"",""feedback"":"""",""education"":""bachelor"",""teammates"":""i don't think they were telling the truth"",""notes"":""yes"",""politics"":""liberal"",""geo"":""canadian"",""ethnicity"":""asian""}",2024-01-30T14:28:20.450545413Z,{},2024-01-30T14:24:07.780487805Z,player 4,2024-01-30T14:24:32.648829257Z,01HNDC2D2TFSMXE4B7XCE0TZ55,2024-01-30T14:27:28.403782092Z
01HNDC30JNP0C3KE20AKEE03PK,,,01HNDC30511DF5RG39ZS319FGN,2024-01-30T14:24:07.765230072Z,experiment2-slider,2024-01-30T14:24:07.773566113Z,,,655a3d8a411c185823abd6f7,2024-01-30T14:24:07.765230072Z,01HNDC8XWR6Q6Z9AQ3N4HBTM8Z,2024-01-30T14:40:23.601320491Z,3,2024-01-30T14:40:48.061082246Z,"{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-01-30T14:24:07.773566113Z,"["""",""🐇"",""🐿️"",""🐿️"",""🐿️"",""🐇"","""",""                     "",""🐿️"",""🐿️""]",2024-01-30T14:41:27.343345236Z,true,2024-01-30T14:41:09.201156207Z,,,{},2024-01-30T14:24:07.975766968Z,player 1,2024-01-30T14:41:27.343345236Z,,
01HNDC316ECWM5ZVFX5VYXG1N4,1,2024-01-30T14:31:15.073843366Z,01HNDC30KYRRD0YTH26ASRR20F,2024-01-30T14:24:08.39857087Z,experiment2-slider,2024-01-30T14:24:08.406561911Z,game ended,2024-01-30T14:30:26.692718691Z,5dc3224ff3795b23e5ec7c65,2024-01-30T14:24:08.39857087Z,01HNDC2B35KCNCB7DCMR0PRVFE,2024-01-30T14:26:38.149292462Z,3,2024-01-30T14:26:38.662899016Z,"{""condition"":""slider"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.3}",2024-01-30T14:24:08.406561911Z,"["""","""",""🐇"",""🐇"",""       ""]",2024-01-30T14:27:01.792307379Z,true,2024-01-30T14:26:41.081436273Z,"{""age"":""31"",""gender"":""male"",""strength"":""medium"",""fair"":""very"",""feedback"":"""",""education"":""high-school"",""teammates"":""no"",""notes"":""not really"",""politics"":""centre"",""geo"":""UK"",""ethnicity"":""white""}",2024-01-30T14:31:15.056461165Z,{},2024-01-30T14:24:08.698093008Z,player 2,2024-01-30T14:27:01.792307379Z,01HNDC37HF50BP15M22SWT48ZV,2024-01-30T14:30:12.373178798Z
